SnomedCTConceptId,Term,Disease,Manual/New Disease Name,Otherinstructions,origin,Comments,,,,,,
57141000,[m]apocrine adenocarcinoma,Cancer,,,['efi'],,,,,,,
57513006,[m]adenocarcinoma in adenomatous polposis coli,Cancer,,,['efi'],,,,,,,
57596004,[m]oxyphilic adenocarcinoma,Cancer,,,['efi'],,,,,,,
58248003,"[m]carcinoma, anaplastic type, nos",Cancer,,,['efi'],,,,,,,
5843004,[m]basaloid carcinoma,Cancer,,,['efi'],,,,,,,
58477004,[m]infiltrating ductular carcinoma,Cancer,,,['efi'],,,,,,,
58961005,Malignant midline reticulosis,Cancer,,,['efi'],,,,,,,
59238007,[m]epithelioid cell sarcoma,Cancer,,,['efi'],,,,,,,
59367005,[m]adenosquamous carcinoma,Cancer,,,['efi'],,,,,,,
59529006,[m]intraepidermal carcinoma nos,Cancer,,,['efi'],,,,,,,
5958006,"[m]small cell carcinoma, intermediate cell",Cancer,,,['efi'],,,,,,,
59583009,[m]embryonal sarcoma,Cancer,,,['efi'],,,,,,,
60346004,[m]islet cell carcinoma,Cancer,,,['efi'],,,,,,,
6219000,"[m]neoplasm, malig, uncertain whether primary or metastatic",Cancer,,,['efi'],,,,,,,
6250003,[m]fibromyxosarcoma,Cancer,,,['efi'],,,,,,,
62621002,[m]pigmented dermatofibrosarcoma protuberans,Cancer,,,['efi'],,,,,,,
62681000,[m]nonencapsulated sclerosing carcinoma,Cancer,,,['efi'],,,,,,,
63211008,[m]synovial sarcoma nos,Cancer,,,['efi'],,,,,,,
63264007,[m]carcinosarcoma nos,Cancer,,,['efi'],,,,,,,
63364005,[m]naegeli-type monocytic leukaemia,Cancer,,,['efi'],,,,,,,
63373002,[m]lymphangiosarcoma,Cancer,,,['efi'],,,,,,,
63449009,[m]alveolar rhabdomyosarcoma,Cancer,,,['efi'],,,,,,,
64000002,[m]skin appendage carcinoma,Cancer,,,['efi'],,,,,,,
64204000,"[m]squamous cell carcinoma, metastatic nos",Cancer,,,['efi'],,,,,,,
64524002,[m]intraductal papillary adenocarcinoma with invasion,Cancer,,,['efi'],,,,,,,
64575004,"[m]malignant lymphoma, small lymphocytic nos",Cancer,,,['efi'],,,,,,,
65278006,"[m]epithelioid mesothelioma, malignant",Cancer,,,['efi'],,,,,,,
65399007,"histiocytosis x , unspecified",Cancer,,,['efi'],,,,,,,
65646006,"[m]malignant teratoma, trophoblastic",Cancer,,,['efi'],,,,,,,
65692009,[m]spindle cell carcinoma,Cancer,,,['efi'],,,,,,,
6641007,[m]metatypical carcinoma,Cancer,,,['efi'],,,,,,,
66445009,lymphoma stage iv,Cancer,,,['efi'],,,,,,,
67280001,[m]dedifferentiated liposarcoma,Cancer,,,['efi'],,,,,,,
67830002,[m]teratocarcinoma,Cancer,,,['efi'],,,,,,,
68358000,[m]adenocarcinoma with spindle cell metaplasia,Cancer,,,['efi'],,,,,,,
68453008,[m]carcinoma nos,Cancer,,,['efi'],,,,,,,
68496003,[m]adenomatous and adenocarcinomatous polyps of colon,Cancer,,,['efi'],,,,,,,
68827007,[m]spindle cell melanoma nos,Cancer,,,['efi'],,,,,,,
68880006,[m]papillary mucinous cystadenocarcinoma,Cancer,,,['efi'],,,,,,,
68956006,[m]intraepithelial carcinoma nos,Cancer,,,['efi'],,,,,,,
68979007,Heavy chain disease,Cancer,,,['efi'],,,,,,,
69028005,[m]granular cell carcinoma,Cancer,,,['efi'],,,,,,,
7010000,[m]carcinomatosis,Cancer,,,['efi'],,,,,,,
70179006,[m]cholangiocarcinoma,Cancer,,,['efi'],,,,,,,
702391001,hypernephroma,Cancer,,,['efi'],,,,,,,
703545003,[m]intracystic carcinoma nos,Cancer,,,['efi'],,,,,,,
70401000,[m]polygonal cell carcinoma,Cancer,,,['efi'],,,,,,,
70555003,[m]endometrial stromal sarcoma,Cancer,,,['efi'],,,,,,,
70594002,[m]amelanotic melanoma,Cancer,,,['efi'],,,,,,,
70600005,"[m]hodgkin,s disease, lymphocytic predominance, nodular",Cancer,,,['efi'],,,,,,,
708921005,Ca breast - nipple/central,Cancer,,,['efi'],,,,,,,
711414003,Clear cell carcinoma of lung,Cancer,,,['efi'],,,,,,,
71232009,cystosarcoma phyllodes,Cancer,,,['efi'],,,,,,,
712525007,Malig neop short bone leg NOS,Cancer,,,['efi'],,,,,,,
712750007,malignant neoplasm of chest wall nos,Cancer,,,['efi'],,,,,,,
713572001,HIV+secondary cancers,Cancer,,,['efi'],,,,,,,
713897006,hiv disease resulting in burkitt's lymphoma,Cancer,,,['efi'],,,,,,,
716318002,Lynch syndrome,Cancer,,,['efi'],,,,,,,
716872004,cancer chemotherapy,Cancer,,,['efi'],,,,,,,
721567004,Malignant neoplasm of placenta,Cancer,,,['efi'],,,,,,,
72174007,"[m]follicular adenocarcinoma, trabecular type",Cancer,,,['efi'],,,,,,,
722237009,[m]comedocarcinoma nos,Cancer,,,['efi'],,,,,,,
72495009,[m]mucinous adenocarcinoma,Cancer,,,['efi'],,,,,,,
72907003,"[m]seminoma, anaplastic type",Cancer,,,['efi'],,,,,,,
72969003,[m]giant cell and spindle cell carcinoma,Cancer,,,['efi'],,,,,,,
7300000,[m]lymphoepithelial carcinoma,Cancer,,,['efi'],,,,,,,
73506006,[m]small cell sarcoma,Cancer,,,['efi'],,,,,,,
738770003,Anapl large cell lymph ALK-pos,Cancer,,,['efi'],,,,,,,
739301006,osteoporosis in multiple myelomatosis,Cancer,,,['efi'],,,,,,,
74042001,"[m]small cell carcinoma, fusiform cell type",Cancer,,,['efi'],,,,,,,
74189002,[m]hodgkin's granuloma,Cancer,,,['efi'],,,,,,,
74364000,[m]round cell carcinoma,Cancer,,,['efi'],,,,,,,
74532006,"[m]glioma, malignant",Cancer,,,['efi'],,,,,,,
74654000,"[m]malign lymphoma,lymphocytic,intermediate differn, diffuse",Cancer,,,['efi'],,,,,,,
75622000,[m]myxoid chondrosarcoma,Cancer,,,['efi'],,,,,,,
75931002,[m]malignant melanoma in giant pigmented naevus,Cancer,,,['efi'],,,,,,,
75934005,Eosinophilic granulomatosis,Cancer,,,['efi'],,,,,,,
76060004,[m]olfactory neuroblastoma,Cancer,,,['efi'],,,,,,,
76312009,[m]chondroblastic osteosarcoma,Cancer,,,['efi'],,,,,,,
76422004,lymphoma stage ii,Cancer,,,['efi'],,,,,,,
764791008,Borderline epithelial tumour,Cancer,,,['efi'],,,,,,,
76594008,[m]dermatofibrosarcoma nos,Cancer,,,['efi'],,,,,,,
76817009,[m]oat cell carcinoma,Cancer,,,['efi'],,,,,,,
76909002,[m]ewing's sarcoma,Cancer,,,['efi'],,,,,,,
77430005,[m]adult t-cell leukaemia/lymphoma,Cancer,,,['efi'],,,,,,,
77455004,[m]pleomorphic rhabdomyosarcoma,Cancer,,,['efi'],,,,,,,
77870005,"[m]leydig cell tumour, malignant",Cancer,,,['efi'],,,,,,,
78197004,"[m]comedocarcinoma, noninfiltrating",Cancer,,,['efi'],,,,,,,
78303004,[m]leptomeningeal sarcoma,Cancer,,,['efi'],,,,,,,
78453009,[m]telangiectatic osteosarcoma,Cancer,,,['efi'],,,,,,,
79143006,[m]pseudomucinous adenocarcinoma,Cancer,,,['efi'],,,,,,,
79282002,"[m]carcinoma, metastatic, nos",Cancer,,,['efi'],,,,,,,
80091008,[m]sertoli cell carcinoma,Cancer,,,['efi'],,,,,,,
80570006,[m]acute myelofibrosis,Cancer,,,['efi'],,,,,,,
80914001,Anaplasia of cervix,Cancer,,,['efi'],,,,,,,
813671000000107,Sec ma ne liv intrahep bile du,Cancer,,,['efi'],,,,,,,
81446001,[m]superficial spreading adenocarcinoma,Cancer,,,['efi'],,,,,,,
8145008,"[m]mixed tumour, malignant, nos",Cancer,,,['efi'],,,,,,,
815011000000107,Anapl large cell lymph ALK-pos,Cancer,,,['efi'],,,,,,,
815121000000102,Follicular lymphoma grade 3a,Cancer,,,['efi'],,,,,,,
815131000000100,Follicular lymphoma grade 3b,Cancer,,,['efi'],,,,,,,
815361000000107,Acut myeloid leuk 11q23 abnorm,Cancer,,,['efi'],,,,,,,
81920005,[m]solid carcinoma nos,Cancer,,,['efi'],,,,,,,
82267002,"[m]malignant tumour, small cell type",Cancer,,,['efi'],,,,,,,
82591005,[m]paget's disease and infiltrating breast duct carcinoma,Cancer,,,['efi'],,,,,,,
82711006,[m]infiltrating duct carcinoma,Cancer,,,['efi'],,,,,,,
83118000,[m]rhabdoid sarcoma,Cancer,,,['efi'],,,,,,,
83292005,"[m]malignant teratoma, undifferentiated type",Cancer,,,['efi'],,,,,,,
83950009,"[m]malignant tumour, giant cell type",Cancer,,,['efi'],,,,,,,
84570003,[m]cloacogenic carcinoma,Cancer,,,['efi'],,,,,,,
847481000000109,Follicular lymphoma grade 1,Cancer,,,['efi'],,,,,,,
847631000000107,Follicular lymphoma grade 2,Cancer,,,['efi'],,,,,,,
847651000000100,"[m]malignant lymphoma, centroblastic type, follicular",Cancer,,,['efi'],,,,,,,
847691000000108,Follicular lymphoma grade 3a,Cancer,,,['efi'],,,,,,,
847701000000108,Follicular lymphoma grade 3b,Cancer,,,['efi'],,,,,,,
847741000000106,"[m]malignant lymphoma, large cell, diffuse nos",Cancer,,,['efi'],,,,,,,
86049000,"[m]neoplasm, malignant",Cancer,,,['efi'],,,,,,,
863741000000108,Clin stage A chron lymph leuk,Cancer,,,['efi'],,,,,,,
863761000000109,Clin stage B chron lymph leuk,Cancer,,,['efi'],,,,,,,
863781000000100,Clin stage C chron lymph leuk,Cancer,,,['efi'],,,,,,,
86406008,hiv disease resulting in unspecified malignant neoplasm,Cancer,,,['efi'],,,,,,,
86562005,[m]cystic mesothelioma,Cancer,,,['efi'],,,,,,,
86616005,"[m]intraductal carcinoma, noninfiltrating nos",Cancer,,,['efi'],,,,,,,
87163000,[m]leukaemias,Cancer,,,['efi'],,,,,,,
87737001,[m]signet ring carcinoma,Cancer,,,['efi'],,,,,,,
87992000,[m]giant cell sarcoma (except of bone),Cancer,,,['efi'],,,,,,,
88082008,[m]juvenila melanoma,Cancer,,,['efi'],,,,,,,
88195001,[m]alveolar soft part sarcoma,Cancer,,,['efi'],,,,,,,
88400008,"[m]tumour cells, malignant",Cancer,,,['efi'],,,,,,,
884601000000103,Bwl sco (flxi) scr: Ca detectd,Cancer,,,['efi'],,,,,,,
88897007,"[m]malignant tumour, fusiform cell type",Cancer,,,['efi'],,,,,,,
89740008,[m]lobular carcinoma nos,Cancer,,,['efi'],,,,,,,
89906000,[m]verrucous carcinoma nos,Cancer,,,['efi'],,,,,,,
900006,[m]mucin-producing adenocarcinoma,Cancer,,,['efi'],,,,,,,
90120004,[m]mycosis fungoides,Cancer,,,['efi'],,,,,,,
90282004,[m]papillary serous cystadenocarcinoma,Cancer,,,['efi'],,,,,,,
90725004,"[m]serous cystadenocarcinoma, nos",Cancer,,,['efi'],,,,,,,
915007,[m]malignant melanoma in junctional naevus,Cancer,,,['efi'],,,,,,,
91855006,Acute leukaemia NOS,Cancer,,,['efi'],,,,,,,
92027006,malignant neoplasm of bone and articular cartilage,Cancer,,,['efi'],,,,,,,
92767001,Ca-in-situ thyroid gland,Cancer,,,['efi'],,,,,,,
92812005,Chronic leukaemia NOS,Cancer,,,['efi'],,,,,,,
9294008,[m]spermatocytic seminoma,Cancer,,,['efi'],,,,,,,
93143009,other specified leukaemia,Cancer,,,['efi'],,,,,,,
93144003,Leukaem.reticuloend.-intra-abd,Cancer,,,['efi'],,,,,,,
93145002,Leukaem.reticuloend.-intrapelv,Cancer,,,['efi'],,,,,,,
93146001,Leukaem.reticuloend.-intrathor,Cancer,,,['efi'],,,,,,,
93150008,Leukaem.reticuloend.-mult.site,Cancer,,,['efi'],,,,,,,
93151007,Leukaem.reticuloend. - spleen,Cancer,,,['efi'],,,,,,,
93191005,malignant lymphoma nos of intra-abdominal lymph nodes,Cancer,,,['efi'],,,,,,,
93192003,Malig.lymphoma NOS-intrapelvic,Cancer,,,['efi'],,,,,,,
93193008,Malig.lymphoma NOS-intrathorax,Cancer,,,['efi'],,,,,,,
93194002,malignant lymphoma nos of lymph nodes of axilla and arm,Cancer,,,['efi'],,,,,,,
93195001,Malig.lymphoma NOS-head/neck,Cancer,,,['efi'],,,,,,,
93196000,malignant lymphoma nos of lymph node inguinal region and leg,Cancer,,,['efi'],,,,,,,
93197009,Malig.lymphoma NOS-multip.site,Cancer,,,['efi'],,,,,,,
93198004,Malig.lymphoma NOS - spleen,Cancer,,,['efi'],,,,,,,
93209006,Malig melan of perianal skin,Cancer,,,['efi'],,,,,,,
93451002,Acute erythraemia/erythroleuk.,Cancer,,,['efi'],,,,,,,
93493001,hodgkin's paragranuloma of intra-abdominal lymph nodes,Cancer,,,['efi'],,,,,,,
93494007,"hodgkin's, lymphocytic-histiocytic pred intrapelvic nodes",Cancer,,,['efi'],,,,,,,
93495008,"Lymph-histio-Hodgkin,intrathor",Cancer,,,['efi'],,,,,,,
93500006,"Lymph-histio-Hodgkin, spleen",Cancer,,,['efi'],,,,,,,
93509007,Hodgkin's mix cell - spleen,Cancer,,,['efi'],,,,,,,
93518009,Hodgkin's nod.scl. - spleen,Cancer,,,['efi'],,,,,,,
93520007,Hodgkin's dis.NOS-intra-abdom.,Cancer,,,['efi'],,,,,,,
93521006,Hodgkin's dis.NOS-intrapelvic,Cancer,,,['efi'],,,,,,,
93522004,hodgkin's disease nos of intrathoracic lymph nodes,Cancer,,,['efi'],,,,,,,
93523009,Hodgkin's dis.NOS-axilla/arm,Cancer,,,['efi'],,,,,,,
93524003,"hodgkin's disease nos of lymph nodes of head, face and neck",Cancer,,,['efi'],,,,,,,
93525002,Hodgkin's dis.NOS-inguinal/leg,Cancer,,,['efi'],,,,,,,
93526001,Hodgkin's dis.NOS-multip.sites,Cancer,,,['efi'],,,,,,,
93527005,Hodgkin's dis.NOS - spleen,Cancer,,,['efi'],,,,,,,
93530003,Hodgkin's granuloma-intrapelv.,Cancer,,,['efi'],,,,,,,
93531004,Hodgkin's granuloma-intrathor.,Cancer,,,['efi'],,,,,,,
93536009,Hodgkin's granuloma of spleen,Cancer,,,['efi'],,,,,,,
93541001,Hodgkin's paragran-axilla/arm,Cancer,,,['efi'],,,,,,,
93542008,Hodgkin's paragran - head/neck,Cancer,,,['efi'],,,,,,,
93543003,Hodgkin's paragran-inguin./leg,Cancer,,,['efi'],,,,,,,
93545005,Hodgkin's paragranuloma-spleen,Cancer,,,['efi'],,,,,,,
93547002,Hodgkin's sarcoma-intra-abdom.,Cancer,,,['efi'],,,,,,,
93548007,Hodgkin's sarcoma-intrapelvic,Cancer,,,['efi'],,,,,,,
93549004,Hodgkin's sarcoma-intrathorax,Cancer,,,['efi'],,,,,,,
93554008,Hodgkin's sarcoma of spleen,Cancer,,,['efi'],,,,,,,
93659005,malignant neoplasm of accessory sinus nos,Cancer,,,['efi'],,,,,,,
93661001,Malignant neoplasm of acromion,Cancer,,,['efi'],,,,,,,
93665005,Malig neop adrenal gland,Cancer,,,['efi'],,,,,,,
93671004,Malig neop ant mediastinum,Cancer,,,['efi'],,,,,,,
93676009,Carcinoma anus,Cancer,,,['efi'],,,,,,,
93677000,malignant neoplasm of aortic body,Cancer,,,['efi'],,,,,,,
93679002,Ca appendix,Cancer,,,['efi'],,,,,,,
93725000,Malignant neoplasm of bone,Cancer,,,['efi'],,,,,,,
93727008,Cerebral tumour (malignant),Cancer,,,['efi'],,,,,,,
93728003,Malig neop broad ligament,Cancer,,,['efi'],,,,,,,
93734005,Primary bronchial cancer,Cancer,,,['efi'],,,,,,,
93740003,Malig neop carotid body,Cancer,,,['efi'],,,,,,,
93746009,Malig neop cerebellum,Cancer,,,['efi'],,,,,,,
93757004,Malignant neoplasm of clavicle,Cancer,,,['efi'],,,,,,,
93759001,Malig neop coccygeal body,Cancer,,,['efi'],,,,,,,
93763008,carcinoma common bile duct,Cancer,,,['efi'],,,,,,,
93769007,Malignant neoplasm of cuboid,Cancer,,,['efi'],,,,,,,
93770008,malignant neoplasm of cystic duct,Cancer,,,['efi'],,,,,,,
93772000,malignant neoplasm of diaphragm,Cancer,,,['efi'],,,,,,,
93773005,Malig neop dorsal tongue,Cancer,,,['efi'],,,,,,,
93779009,malignant neoplasm of endocervix,Cancer,,,['efi'],,,,,,,
93782004,Malig neop epicardium,Cancer,,,['efi'],,,,,,,
93786001,malignant neoplasm of ethmoid bone,Cancer,,,['efi'],,,,,,,
93789008,malignant neoplasm of exocervix,Cancer,,,['efi'],,,,,,,
93798006,malignant neoplasm of femur,Cancer,,,['efi'],,,,,,,
93799003,Malignant neoplasm of fibula,Cancer,,,['efi'],,,,,,,
93806005,Malig neop frontal bone,Cancer,,,['efi'],,,,,,,
93814004,Malig neop glomus jugulare,Cancer,,,['efi'],,,,,,,
93817006,malignant neoplasm of great vessels,Cancer,,,['efi'],,,,,,,
93833009,Malignant neoplasm of ilium,Cancer,,,['efi'],,,,,,,
93841009,"malignant neoplasm, overlap lesion of resp & intrathor orgs",Cancer,,,['efi'],,,,,,,
93842002,malignant neoplasm of ischium,Cancer,,,['efi'],,,,,,,
93862005,Malig neop lat wall oropharynx,Cancer,,,['efi'],,,,,,,
93870000,Malignant tumour of liver,Cancer,,,['efi'],,,,,,,
93871001,Malig neop long bone leg NOS,Cancer,,,['efi'],,,,,,,
93882009,malignant neoplasm of main bronchus,Cancer,,,['efi'],,,,,,,
93884005,malignant neoplasm of male breast,Cancer,,,['efi'],,,,,,,
93886007,Malignant neoplasm of mandible,Cancer,,,['efi'],,,,,,,
93888008,Malignant neoplasm of maxilla,Cancer,,,['efi'],,,,,,,
93916003,Malig neop nasal bone,Cancer,,,['efi'],,,,,,,
93927001,Malig neop occipital bone,Cancer,,,['efi'],,,,,,,
93941005,malignant neoplasm of aortic body and other paraganglia,Cancer,,,['efi'],,,,,,,
93942003,Malig neop parametrium,Cancer,,,['efi'],,,,,,,
93945001,Malig neop parietal bone,Cancer,,,['efi'],,,,,,,
93947009,malignant neoplasm of parietal peritoneum,Cancer,,,['efi'],,,,,,,
93948004,Malig neop parietal pleura,Cancer,,,['efi'],,,,,,,
93950007,Malignant neoplasm of patella,Cancer,,,['efi'],,,,,,,
9395006,[m]sarcomatosis nos,Cancer,,,['efi'],,,,,,,
93952004,malignant neoplasm of pelvic peritoneum,Cancer,,,['efi'],,,,,,,
93955002,Malig neop periadrenal tissue,Cancer,,,['efi'],,,,,,,
93957005,malignant neoplasm of pericardium,Cancer,,,['efi'],,,,,,,
93969002,malignant neoplasm of posterior mediastinum,Cancer,,,['efi'],,,,,,,
93973004,malignant neoplasm of presacral region,Cancer,,,['efi'],,,,,,,
93975006,malignant neoplasm of pubis,Cancer,,,['efi'],,,,,,,
93979000,Malignant neoplasm of radius,Cancer,,,['efi'],,,,,,,
93986008,malignant neoplasm of other site of respiratory tract,Cancer,,,['efi'],,,,,,,
93990005,malignant neoplasm of rib,Cancer,,,['efi'],,,,,,,
93995000,Malig neop sacrococcygeal reg,Cancer,,,['efi'],,,,,,,
93997008,malignant neoplasm of scapula,Cancer,,,['efi'],,,,,,,
94032008,Malig neop skin of lip,Cancer,,,['efi'],,,,,,,
94057003,Malig tumour soft tissue leg,Cancer,,,['efi'],,,,,,,
94066004,malignant neoplasm of sphenoid bone,Cancer,,,['efi'],,,,,,,
94073009,Malignant neoplasm of sternum,Cancer,,,['efi'],,,,,,,
94083008,Malignant neoplasm of talus,Cancer,,,['efi'],,,,,,,
94085001,Malig neop temporal bone,Cancer,,,['efi'],,,,,,,
94099002,malignant neoplasm of tibia,Cancer,,,['efi'],,,,,,,
94112009,malignant neoplasm of ulna,Cancer,,,['efi'],,,,,,,
94118008,Malig neop up resp tract unspe,Cancer,,,['efi'],,,,,,,
94140004,Malig neop visceral pleura,Cancer,,,['efi'],,,,,,,
94142007,malignant neoplasm of vomer,Cancer,,,['efi'],,,,,,,
94143002,Ca vulva,Cancer,,,['efi'],,,,,,,
94145009,Malig neop zygomatic bone,Cancer,,,['efi'],,,,,,,
94161006,Suprarenal metastasis,Cancer,,,['efi'],,,,,,,
94181007,secondary and unspec malig neop axillary lymph nodes,Cancer,,,['efi'],,,,,,,
94186002,2-malig neop bladder,Cancer,,,['efi'],,,,,,,
94217008,Metastasis to bone marrow,Cancer,,,['efi'],,,,,,,
94222008,Metastatic tumour of bone,Cancer,,,['efi'],,,,,,,
94225005,Cerebral metastases,Cancer,,,['efi'],,,,,,,
94227002,2-malig neop bronchopulmon LN,Cancer,,,['efi'],,,,,,,
94233006,Sec malign tumour bronchus,Cancer,,,['efi'],,,,,,,
94248000,Cerebral metastases,Cancer,,,['efi'],,,,,,,
94254004,Secondary choroidal tumour,Cancer,,,['efi'],,,,,,,
94260004,2-malig neop colon,Cancer,,,['efi'],,,,,,,
94264008,Metastasis to soft tissue,Cancer,,,['efi'],,,,,,,
94275007,2-malig neop duodenum,Cancer,,,['efi'],,,,,,,
94280003,Metastasis to endocrine organ,Cancer,,,['efi'],,,,,,,
94283001,Metastatic tum to epididymis,Cancer,,,['efi'],,,,,,,
94292003,Metastasis to eye,Cancer,,,['efi'],,,,,,,
94297009,Secondary malig depos breast,Cancer,,,['efi'],,,,,,,
94298004,Metast to female genital organ,Cancer,,,['efi'],,,,,,,
94313005,secondary malignant neoplasm of other digestive organ,Cancer,,,['efi'],,,,,,,
94327000,Sec malign tumour of heart,Cancer,,,['efi'],,,,,,,
94335002,2-malig neop ileum,Cancer,,,['efi'],,,,,,,
94336001,secondary and unspec malig neop common iliac lymph nodes,Cancer,,,['efi'],,,,,,,
94338000,secondary and unspec malig neop infraclavicular lymph nodes,Cancer,,,['efi'],,,,,,,
94344001,2-malig neop intercostal LN,Cancer,,,['efi'],,,,,,,
94347008,2-malig neop intra-abdo LN,Cancer,,,['efi'],,,,,,,
94350006,2-malig neop common iliac LN,Cancer,,,['efi'],,,,,,,
94351005,secondary and unspec malig neop intrathoracic lymph nodes,Cancer,,,['efi'],,,,,,,
94357009,2-malig neop jejunum,Cancer,,,['efi'],,,,,,,
94360002,secondary malignant neoplasm of kidney,Cancer,,,['efi'],,,,,,,
94365007,2-malig neop colon/rectum,Cancer,,,['efi'],,,,,,,
94391008,secondary malignant neoplasm of lung,Cancer,,,['efi'],,,,,,,
94392001,Metastasis to lymph node,Cancer,,,['efi'],,,,,,,
94393006,secondary and unspec malig neop of facial lymph nodes,Cancer,,,['efi'],,,,,,,
94394000,2-malig neop occipital LN,Cancer,,,['efi'],,,,,,,
94395004,2-malig neop inguinal/leg LN,Cancer,,,['efi'],,,,,,,
94396003,[X]2nd+unsp m neo lym n/mlt rg,Cancer,,,['efi'],,,,,,,
94398002,secondary and unspec malig neop axilla and upper limb ln,Cancer,,,['efi'],,,,,,,
94402006,Metast to male genital organ,Cancer,,,['efi'],,,,,,,
94408005,2-malig neop ant mediastin LN,Cancer,,,['efi'],,,,,,,
94409002,Mediastinal metastasis,Cancer,,,['efi'],,,,,,,
94410007,secondary and unspec malig neop superficial mesenteric ln,Cancer,,,['efi'],,,,,,,
94416001,Secdry malig neoplasm of mouth,Cancer,,,['efi'],,,,,,,
94432003,Malign infiltration of muscle,Cancer,,,['efi'],,,,,,,
94442001,2-malig neop brain/spine NOS,Cancer,,,['efi'],,,,,,,
94446003,2-malig neop obturator LN,Cancer,,,['efi'],,,,,,,
94449005,secondary and unspec malignant neoplasm occipital lymph node,Cancer,,,['efi'],,,,,,,
94452002,Metastatic tumour optic nerve,Cancer,,,['efi'],,,,,,,
94453007,Secondary tumour of orbit,Cancer,,,['efi'],,,,,,,
94455000,secondary malignant neoplasm of ovary,Cancer,,,['efi'],,,,,,,
94459006,Second malig deposit pancreas,Cancer,,,['efi'],,,,,,,
94475009,2-malig neop sup parotid LN,Cancer,,,['efi'],,,,,,,
94477001,secondary and unspec malig neop pectoral lymph nodes,Cancer,,,['efi'],,,,,,,
94481001,Metastatic tumour to penis,Cancer,,,['efi'],,,,,,,
94491007,Metastasis to pituitary,Cancer,,,['efi'],,,,,,,
94493005,Pleural seedling,Cancer,,,['efi'],,,,,,,
94494004,2-malig neop popliteal LN,Cancer,,,['efi'],,,,,,,
94503003,Metastatic tumour to prostate,Cancer,,,['efi'],,,,,,,
94513006,secondary malignant neoplasm of rectum,Cancer,,,['efi'],,,,,,,
94514000,Metastasis to renal pelvis,Cancer,,,['efi'],,,,,,,
94515004,2-malig neop other resp organs,Cancer,,,['efi'],,,,,,,
94531007,Scrotal metastasis,Cancer,,,['efi'],,,,,,,
94544002,2-malig neop skin of breast,Cancer,,,['efi'],,,,,,,
94554003,2-malig neop skin of face,Cancer,,,['efi'],,,,,,,
94566009,secondary malignant neoplasm of skin of neck,Cancer,,,['efi'],,,,,,,
94575006,2-malig neop skin of trunk,Cancer,,,['efi'],,,,,,,
94579000,Skin secondaries,Cancer,,,['efi'],,,,,,,
94580002,secondary malignant neoplasm of small intestine and duodenum,Cancer,,,['efi'],,,,,,,
94597008,Metastatic tum spermatic cord,Cancer,,,['efi'],,,,,,,
94600009,Spinal metastases,Cancer,,,['efi'],,,,,,,
94602001,Spinal metastases,Cancer,,,['efi'],,,,,,,
94603006,Second malig deposit to spleen,Cancer,,,['efi'],,,,,,,
94609005,secondary and unspec malig neop submandibular lymph nodes,Cancer,,,['efi'],,,,,,,
94611001,secondary and unspec malig neop submental lymph nodes,Cancer,,,['efi'],,,,,,,
94612008,2-malig neop super inguinal LN,Cancer,,,['efi'],,,,,,,
94623007,Metastatic tumour to testis,Cancer,,,['efi'],,,,,,,
94626004,Omental seedling,Cancer,,,['efi'],,,,,,,
94627008,2-malig neop peritoneum,Cancer,,,['efi'],,,,,,,
94628003,2-malig neop retroperitoneum,Cancer,,,['efi'],,,,,,,
94632009,Sec malign tumour of thymus,Cancer,,,['efi'],,,,,,,
94634005,Metastasis to thyroid,Cancer,,,['efi'],,,,,,,
94638008,secondary malignant neoplasm of tongue,Cancer,,,['efi'],,,,,,,
94641004,Secondary malig tumour trachea,Cancer,,,['efi'],,,,,,,
94642006,secondary and unspec malig neop superfic tracheobronchial ln,Cancer,,,['efi'],,,,,,,
94659001,Metastatic tumour to ureter,Cancer,,,['efi'],,,,,,,
94661005,Metastatic tumour to urethra,Cancer,,,['efi'],,,,,,,
94663008,2-malig neop oth urinary organ,Cancer,,,['efi'],,,,,,,
94665001,2-malig neop uterus,Cancer,,,['efi'],,,,,,,
94668004,Secondary tumour to vagina,Cancer,,,['efi'],,,,,,,
94681006,Secondary cancer of the vulva,Cancer,,,['efi'],,,,,,,
94708009,Mycosis fungoides-intrapelvic,Cancer,,,['efi'],,,,,,,
94709001,Mycosis fungoides-intrathorax,Cancer,,,['efi'],,,,,,,
94711005,Mycosis fungoides-head/neck,Cancer,,,['efi'],,,,,,,
94714002,Mycosis fungoides of spleen,Cancer,,,['efi'],,,,,,,
94719007,Myeloid sarcoma,Cancer,,,['efi'],,,,,,,
95187002,Nodular lymphoma-intrapelvic,Cancer,,,['efi'],,,,,,,
95188007,Nodular lymphoma-intrathoracic,Cancer,,,['efi'],,,,,,,
95193005,Nodular lymphoma of spleen,Cancer,,,['efi'],,,,,,,
95210003,plasma cell leukaemia,Cancer,,,['efi'],,,,,,,
95224004,Reticulosarcoma - intra-abdomi,Cancer,,,['efi'],,,,,,,
95225003,Reticulosarcoma - intrapelvic,Cancer,,,['efi'],,,,,,,
95226002,Reticulosarcoma -intrathoracic,Cancer,,,['efi'],,,,,,,
95230004,Reticulosarcoma-multiple sites,Cancer,,,['efi'],,,,,,,
95231000,Reticulosarcoma of spleen,Cancer,,,['efi'],,,,,,,
95263006,Sezary's disease of spleen,Cancer,,,['efi'],,,,,,,
956331000000107,Malignant melanoma stage IA,Cancer,,,['efi'],,,,,,,
